,Vertex Cover,Vertex Cover nodes
0,0.0765,25
1,0.1315,26
2,0.1693,24
3,0.1963,22
4,0.2306,23
5,0.2493,20
6,0.2737,29
7,0.29,27
8,0.3023,21
9,0.3215,28
10,0.33673333333333333,18
11,0.3487,19
12,0.363,30
13,0.3681,31
14,0.3847,0
15,0.4022,1
16,0.4178,2
17,0.4319,3
18,0.4549,4
19,0.4658,5
20,0.4819,6
21,0.4964,7
22,0.5117,8
23,0.5137,9
24,0.5184,10
25,0.5354,11
26,0.5537,12
27,0.5746,13
28,0.5839333333333333,14
29,0.5928,15
30,0.6083,16
31,0.6118,17
