,Lazy Greedy,Lazy nodes,Greedy,Greedy nodes,Optimal,Optimal nodes
0,0.48922190989595676,6,0.48922190989595676,6,0.48922190989595676,0
1,0.6396640258283922,5,0.6396640258283914,4,0.6401922270003444,1
2,0.7728207929738835,4,0.7728207929738835,5,0.7728207929738835,2
3,0.8277060247020698,0,0.8277060247020698,0,0.8277060247020698,3
4,0.8819297142861418,2,0.8819297142861418,2,0.8819297142861418,4
5,0.9174123319265145,3,0.9174123319265144,1,0.9174123319265144,5
6,0.9528944287298702,1,0.9528944287298702,3,0.9528944287298702,6
