,Lazy Greedy,Lazy nodes,Greedy,Greedy nodes,Optimal,Optimal nodes
0,0.1666666666666665,None,0.1666666666666665,None,0.1666666666666665,None
1,0.18474632294764196,2,0.18474632294764137,1,0.18474632294764137,[1]
2,0.20350913859519656,1,0.20350913859519656,2,0.20350913859519656,"[1, 2]"
3,0.22160219490564562,3,0.2216021949056458,0,0.2216021949056458,"[0, 1, 2]"
4,0.2399129468485187,0,0.2399129468485187,3,0.2399129468485187,"[0, 1, 2, 3]"
5,0.2492957035756044,5,0.24929570357560474,4,0.24929570357560474,"[0, 1, 2, 3, 4]"
6,0.25867846030269026,4,0.25867846030269026,5,0.25867846030269026,"[0, 1, 2, 3, 4, 5]"
