,High Degree,High Degree nodes,Centrality,Centrality nodes,Temparature,Temperature nodes,Random,Random nodes,Low Degree,Low degree nodes,Vertex Cover,Vertex Cover nodes
0,0.0205,4,0.0224,4,0.0212,4,0.0227,0,0.0207,15,0.0201,4
1,0.025,0,0.0278,1,0.0222,3,0.0248,4,0.020754890256221875,18,0.023,0
2,0.0273,1,0.0294,3,0.0247,14,0.025133333333333334,41,0.0219,20,0.0233,1
3,0.0281,3,0.0316,0,0.0303,13,0.025177647162031757,34,0.02190684827126393,21,0.0278,14
4,0.0306,6,0.03160206224937941,14,0.0313,28,0.0319,5,0.0246,23,0.0301,6
5,0.0306,14,0.0323,6,0.0328,0,0.03193212495179329,14,0.025,31,0.0344,7
6,0.0356,7,0.033,13,0.0332,1,0.0322,45,0.0271,32,0.0373,3
7,0.0388,13,0.0383,5,0.03322605897190571,2,0.032270720941638055,18,0.0281,33,0.03886666666666667,13
8,0.0388042301607128,5,0.0417,7,0.035,6,0.0335,42,0.0294,34,0.0408,5
9,0.0407,8,0.0464,19,0.0389,11,0.0364,28,0.0286,35,0.04081542796759422,28
10,0.0463,9,0.04296666666666667,9,0.0406,7,0.0394,38,0.0295,37,0.0438,11
11,0.0474,19,0.0488,12,0.0441,5,0.03940486467272635,30,0.029555666500249624,38,0.04643333333333333,19
12,0.04783333333333333,28,0.0509,28,0.0455,9,0.0395,2,0.029575504523312455,39,0.0465006155885974,9
13,0.0522,11,0.0527,8,0.0484,25,0.0442,12,0.0341,40,0.0541,12
14,0.0525,12,0.053,29,0.0497,43,0.0468,25,0.0366,41,0.054108417982500254,25
15,0.0542,29,0.0542,11,0.0559,12,0.046,21,0.0343,42,0.0547,29
16,0.0564,22,0.05423208807074535,24,0.05733333333333333,8,0.04533909321813564,23,0.0357,44,0.0558,43
17,0.05733333333333333,24,0.0562,25,0.059133333333333336,19,0.04535917674093316,43,0.03572425341892269,45,0.05583098161848829,22
18,0.0586,25,0.05624129006569779,43,0.0626,24,0.0514,15,0.039,46,0.0569,31
19,0.0621,43,0.061066666666666665,30,0.06266240255846492,29,0.05143654468193062,46,0.039933333333333335,47,0.05691588785046729,8
20,0.0643,2,0.06111497565338368,26,0.0669,22,0.05146590184831103,26,0.039944078290393446,48,0.0599,16
21,0.0647,10,0.061123429416112346,22,0.06453333333333333,36,0.0533,6,0.0399593418461343,49,0.0661,17
22,0.06471236168827918,16,0.0655,27,0.06683333333333333,27,0.0553,9,0.0437,2,0.06610114661586572,24
23,0.0672,17,0.0671,36,0.0693,31,0.0583,20,0.0453,10,0.0682,30
24,0.0675,26,0.0673,2,0.0671,17,0.05946666666666667,10,0.0456,16,0.06623333333333334,36
25,0.0707,27,0.07146666666666666,16,0.0731,16,0.06,40,0.0503,17,0.07,2
26,0.0716,30,0.072,17,0.07156666666666667,26,0.0602,13,0.0496,26,0.0737,10
27,0.075,36,0.07236666666666666,10,0.0726,34,0.0639,27,0.0505,27,0.07372419166342034,15
28,0.07433333333333333,15,0.0745,18,0.0735,40,0.06392921057864387,7,0.04816666666666667,30,0.07356666666666667,18
29,0.07303853922921541,18,0.0748,33,0.0735033991859003,37,0.0664,3,0.0506,36,0.07357943177270908,20
30,0.0761,20,0.07481077275127618,44,0.07351329131268841,30,0.0716,11,0.0538,22,0.0769,21
31,0.0819,21,0.07623333333333333,48,0.07866666666666666,10,0.074,1,0.053835535397357526,24,0.0779,23
32,0.08073333333333334,23,0.0805,46,0.0787,35,0.0769,29,0.0556,25,0.0779,26
33,0.08076283117880456,31,0.0821,37,0.0787245541343902,23,0.0809,19,0.061,43,0.08,27
34,0.0851,32,0.0843,42,0.0835,48,0.0813,37,0.0621,11,0.0839,32
35,0.08336666666666667,33,0.0858,23,0.08363333333333334,18,0.0842,36,0.06406666666666666,12,0.08526666666666667,33
36,0.0876,34,0.0875,47,0.0871,39,0.08422870299309286,24,0.0675,29,0.0857,34
37,0.08936666666666666,35,0.0902,39,0.08710292249047014,47,0.0872,33,0.0708,8,0.0883,35
38,0.0879,37,0.08633333333333333,35,0.09023333333333333,45,0.0876,44,0.0713,9,0.08830760825023903,37
39,0.0906,38,0.0935,45,0.0902736169362892,49,0.09156666666666667,16,0.0739,19,0.0903,38
40,0.08643333333333333,39,0.09436666666666667,34,0.09063333333333333,33,0.09158863150977493,48,0.0746,28,0.0947,39
41,0.0917,40,0.0943578825123391,31,0.0937,46,0.0924,49,0.0762,5,0.0935,40
42,0.0924,41,0.0976,40,0.0938,42,0.09242168204861563,8,0.0793,7,0.0949,41
43,0.0919,42,0.09476666666666667,21,0.0947,32,0.09463333333333333,17,0.0805,13,0.09490028108686922,42
44,0.0944,44,0.0973,49,0.09473992960500587,44,0.09464863835459912,31,0.08573333333333333,3,0.0952,44
45,0.0993,45,0.0997,38,0.0974,38,0.0984,47,0.0896,6,0.0969,45
46,0.0996,46,0.09443333333333333,15,0.1015,41,0.09841813437703849,39,0.08960590212924915,14,0.09693186502561686,46
47,0.1004,47,0.0973,20,0.1038,21,0.1025,32,0.0931,0,0.0979,47
48,0.1036,48,0.1046,32,0.1038,15,0.1026,22,0.102,1,0.1025,48
49,0.1044,49,0.10462576930712726,41,0.1042,20,0.10260421459464433,35,0.1044,4,0.10251688152240639,49
