,High Degree,High Degree nodes,Centrality,Centrality nodes,Temparature,Temperature nodes,Random,Random nodes,Low Degree,Low degree nodes,Vertex Cover,Vertex Cover nodes
0,0.0569,4,0.0596,4,0.0562,4,0.057,14,0.0333,15,0.0591,4
1,0.1003,0,0.0985,1,0.0893,3,0.0776,16,0.0461,18,0.1011,0
2,0.1297,1,0.1282,3,0.1305,14,0.0986,8,0.0609,20,0.1338,1
3,0.1581,3,0.1604,0,0.1529,13,0.1237,45,0.0751,21,0.1608,14
4,0.1847,6,0.1833,14,0.1817,28,0.1244,40,0.0909,23,0.1944,6
5,0.2178,14,0.2174,6,0.199,0,0.1505,3,0.1043,31,0.2128,7
6,0.2298,7,0.2286,13,0.23,1,0.1778,19,0.1232,32,0.2314,3
7,0.2517,13,0.2618,5,0.2518,2,0.217,7,0.1319,33,0.2497,13
8,0.2737,5,0.2682,7,0.2636,6,0.2271,26,0.1481,34,0.2736,5
9,0.2911,8,0.2813,19,0.2812,11,0.2429,30,0.165,35,0.2962,28
10,0.3034,9,0.2985,9,0.2989,7,0.2489,23,0.1692,37,0.3053,11
11,0.3223,19,0.3201,12,0.3108,5,0.2718,9,0.1808,38,0.3182,19
12,0.337,28,0.3338,28,0.3332,9,0.2767,37,0.1955,39,0.334,9
13,0.3514,11,0.3438,8,0.346,25,0.2911,18,0.2061,40,0.3502,12
14,0.358,12,0.359,29,0.3626,43,0.3039,31,0.2251,41,0.3607,25
15,0.3709,29,0.3736,11,0.3716,12,0.3123,12,0.22510544654318723,42,0.3672,29
16,0.3784,22,0.3882,24,0.3841,8,0.3159,10,0.2382,44,0.3878,43
17,0.3997,24,0.4014,25,0.3956,19,0.3443,0,0.2474,45,0.3879,22
18,0.4112,25,0.4053,43,0.4124,24,0.3627,5,0.2549,46,0.4056,31
19,0.4151666666666667,43,0.4154,30,0.4163,29,0.367,36,0.2682,47,0.4111,8
20,0.4335,2,0.4264,26,0.4305,22,0.3775,17,0.2868,48,0.429,16
21,0.4437,10,0.4387,22,0.4307,36,0.3934,48,0.2925,49,0.4346,17
22,0.452,16,0.4499,27,0.45,27,0.3934055077594369,42,0.3056,2,0.4415,24
23,0.45486666666666664,17,0.4591,36,0.4639,31,0.4062,38,0.3212,10,0.4541,30
24,0.4625666666666667,26,0.4635666666666667,2,0.4728,17,0.4137,34,0.3212,16,0.461,36
25,0.4716,27,0.4815,16,0.4774,16,0.4271,13,0.3375,17,0.4783,2
26,0.4737,30,0.4885,17,0.4836666666666667,26,0.4274,32,0.3485,26,0.47696666666666665,10
27,0.4879,36,0.49,10,0.4855,34,0.4416,29,0.3597,27,0.485,15
28,0.4948,15,0.5017,18,0.5027,40,0.4435,27,0.3677,30,0.49646666666666667,18
29,0.5085,18,0.5052,33,0.5059,37,0.4492,15,0.3794,36,0.49642346208869814,20
30,0.5103,20,0.5116,44,0.5156,30,0.4602,20,0.3845,22,0.49996666666666667,21
31,0.5110666666666667,21,0.5127,48,0.5269,10,0.4742,43,0.4022,24,0.5115,23
32,0.5192333333333333,23,0.5197,46,0.5277,35,0.4746,49,0.4185,25,0.5217,26
33,0.5232,31,0.5298,37,0.5358,23,0.4991,1,0.4361,43,0.524,27
34,0.5294333333333333,32,0.5358,42,0.54,48,0.5066333333333334,24,0.445,11,0.5357,32
35,0.534,33,0.5406,23,0.5471,18,0.5053,46,0.4665,12,0.5367333333333333,33
36,0.5440333333333334,34,0.5462,47,0.5508,39,0.5208666666666667,22,0.478,29,0.5367044303214517,34
37,0.5473,35,0.5500333333333334,39,0.5669,47,0.5258,21,0.4925,8,0.5498,35
38,0.5582,37,0.5589,35,0.5678,45,0.5269,6,0.5076,9,0.5553,37
39,0.5614,38,0.5681,45,0.5725,49,0.5464,44,0.516,19,0.5588,38
40,0.5635,39,0.5702,34,0.5799,33,0.5511,11,0.5209,28,0.5766,39
41,0.5765,40,0.5736,31,0.5806,46,0.5604,39,0.531,5,0.5826,40
42,0.5817,41,0.5876,40,0.5855,42,0.5647,4,0.5398,7,0.5828666666666666,41
43,0.5836666666666667,42,0.5926,21,0.5874,32,0.5664,41,0.5542,13,0.585,42
44,0.5916,44,0.6003333333333334,49,0.5921,44,0.5802,25,0.561,3,0.5928,44
45,0.5921,45,0.5989333333333333,38,0.601,38,0.5907,47,0.5723,6,0.5964,45
46,0.6074,46,0.5997,15,0.6084,41,0.6004,28,0.5877,14,0.5982,46
47,0.6125,47,0.606,20,0.6127666666666667,21,0.6038,33,0.6033,0,0.6022,47
48,0.6152666666666666,48,0.6162,32,0.6137,15,0.603790878427922,35,0.614,1,0.6186,48
49,0.6152096518987342,49,0.6223,41,0.6168,20,0.6171,2,0.6183,4,0.6193,49
