,High Degree,High Degree nodes,Centrality,Centrality nodes,Temparature,Temperature nodes,Random,Random nodes,Low Degree,Low degree nodes
0,0.1772,2,0.17793333333333333,2,0.17923333333333333,5,0.17383333333333334,0,0.1731,1
1,0.1903,5,0.1939,5,0.19093333333333334,2,0.17483333333333334,1,0.17373333333333332,4
2,0.1965,0,0.20083333333333334,0,0.19663333333333333,0,0.18873333333333334,2,0.185,0
3,0.20396666666666666,3,0.20085299213647875,3,0.2022,1,0.1982,5,0.19163333333333332,3
4,0.20993333333333333,1,0.21073333333333333,1,0.20483333333333334,4,0.206,3,0.20083333333333334,2
5,0.2102,4,0.21653333333333333,4,0.2104,3,0.21443333333333334,4,0.21046666666666666,5
